region,iso3c,country,variable,years_observed,non_missing,missing,missing_share,first_non_missing_year,last_non_missing_year
Donor pool,GRD,Grenada,invest_share,42,40,2,0.047619047619047616,1980,2019
Donor pool,GRD,Grenada,iso2c,42,42,0,0,1980,2021
Donor pool,GRD,Grenada,labour,42,32,10,0.23809523809523808,1988,2019
Donor pool,GRD,Grenada,oda,42,0,42,1,NA,NA
Donor pool,GRD,Grenada,polity2,42,0,42,1,NA,NA
Donor pool,GRD,Grenada,pop,42,40,2,0.047619047619047616,1980,2019
Donor pool,GRD,Grenada,rgdpo,42,40,2,0.047619047619047616,1980,2019
Donor pool,KNA,St. Kitts and Nevis,agriculture,42,42,0,0,1980,2021
Donor pool,KNA,St. Kitts and Nevis,alt_inflation,42,42,0,0,1980,2021
Donor pool,KNA,St. Kitts and Nevis,cgdpo,42,40,2,0.047619047619047616,1980,2019
Donor pool,KNA,St. Kitts and Nevis,csh_g,42,40,2,0.047619047619047616,1980,2019
Donor pool,KNA,St. Kitts and Nevis,csh_i,42,40,2,0.047619047619047616,1980,2019
Donor pool,KNA,St. Kitts and Nevis,emp,42,22,20,0.47619047619047616,1980,2001
Donor pool,KNA,St. Kitts and Nevis,fdi,42,42,0,0,1980,2021
Donor pool,KNA,St. Kitts and Nevis,gdp_pc,42,40,2,0.047619047619047616,1980,2019
Donor pool,KNA,St. Kitts and Nevis,gdp_pc_current,42,40,2,0.047619047619047616,1980,2019
Donor pool,KNA,St. Kitts and Nevis,gdp_pc_wdi,42,32,10,0.23809523809523808,1990,2021
Donor pool,KNA,St. Kitts and Nevis,gdp_pc_wdi_alt,42,42,0,0,1980,2021
Donor pool,KNA,St. Kitts and Nevis,govt_share,42,40,2,0.047619047619047616,1980,2019
Donor pool,KNA,St. Kitts and Nevis,hc,42,0,42,1,NA,NA
Donor pool,KNA,St. Kitts and Nevis,industry,42,42,0,0,1980,2021
Donor pool,KNA,St. Kitts and Nevis,inflation,42,42,0,0,1980,2021
Donor pool,KNA,St. Kitts and Nevis,invest_share,42,40,2,0.047619047619047616,1980,2019
Donor pool,KNA,St. Kitts and Nevis,iso2c,42,42,0,0,1980,2021
Donor pool,KNA,St. Kitts and Nevis,labour,42,22,20,0.47619047619047616,1980,2001
Donor pool,KNA,St. Kitts and Nevis,oda,42,0,42,1,NA,NA
Donor pool,KNA,St. Kitts and Nevis,polity2,42,0,42,1,NA,NA
Donor pool,KNA,St. Kitts and Nevis,pop,42,40,2,0.047619047619047616,1980,2019
Donor pool,KNA,St. Kitts and Nevis,rgdpo,42,40,2,0.047619047619047616,1980,2019
Donor pool,LAO,Lao PDR,agriculture,42,33,9,0.21428571428571427,1989,2021
Donor pool,LAO,Lao PDR,alt_inflation,42,33,9,0.21428571428571427,1989,2021
Donor pool,LAO,Lao PDR,cgdpo,42,40,2,0.047619047619047616,1980,2019
Donor pool,LAO,Lao PDR,csh_g,42,40,2,0.047619047619047616,1980,2019
Donor pool,LAO,Lao PDR,csh_i,42,40,2,0.047619047619047616,1980,2019
Donor pool,LAO,Lao PDR,emp,42,40,2,0.047619047619047616,1980,2019
Donor pool,LAO,Lao PDR,fdi,42,38,4,0.09523809523809523,1984,2021
Donor pool,LAO,Lao PDR,gdp_pc,42,40,2,0.047619047619047616,1980,2019
Donor pool,LAO,Lao PDR,gdp_pc_current,42,40,2,0.047619047619047616,1980,2019
Donor pool,LAO,Lao PDR,gdp_pc_wdi,42,32,10,0.23809523809523808,1990,2021
Donor pool,LAO,Lao PDR,gdp_pc_wdi_alt,42,38,4,0.09523809523809523,1984,2021
Donor pool,LAO,Lao PDR,govt_share,42,40,2,0.047619047619047616,1980,2019
Donor pool,LAO,Lao PDR,hc,42,40,2,0.047619047619047616,1980,2019
Donor pool,LAO,Lao PDR,industry,42,33,9,0.21428571428571427,1989,2021
Donor pool,LAO,Lao PDR,inflation,42,37,5,0.11904761904761904,1985,2021
Donor pool,LAO,Lao PDR,invest_share,42,40,2,0.047619047619047616,1980,2019
Donor pool,LAO,Lao PDR,iso2c,42,42,0,0,1980,2021
Donor pool,LAO,Lao PDR,labour,42,40,2,0.047619047619047616,1980,2019
Donor pool,LAO,Lao PDR,oda,42,0,42,1,NA,NA
Donor pool,LAO,Lao PDR,polity2,42,39,3,0.07142857142857142,1980,2018
Donor pool,LAO,Lao PDR,pop,42,40,2,0.047619047619047616,1980,2019
Donor pool,LAO,Lao PDR,rgdpo,42,40,2,0.047619047619047616,1980,2019
Donor pool,LCA,St. Lucia,agriculture,42,16,26,0.6190476190476191,2006,2021
Donor pool,LCA,St. Lucia,alt_inflation,42,42,0,0,1980,2021
Donor pool,LCA,St. Lucia,cgdpo,42,40,2,0.047619047619047616,1980,2019
Donor pool,LCA,St. Lucia,csh_g,42,40,2,0.047619047619047616,1980,2019
Donor pool,LCA,St. Lucia,csh_i,42,40,2,0.047619047619047616,1980,2019
Donor pool,LCA,St. Lucia,emp,42,40,2,0.047619047619047616,1980,2019
Donor pool,LCA,St. Lucia,fdi,42,42,0,0,1980,2021
Donor pool,LCA,St. Lucia,gdp_pc,42,40,2,0.047619047619047616,1980,2019
Donor pool,LCA,St. Lucia,gdp_pc_current,42,40,2,0.047619047619047616,1980,2019
Donor pool,LCA,St. Lucia,gdp_pc_wdi,42,32,10,0.23809523809523808,1990,2021
Donor pool,LCA,St. Lucia,gdp_pc_wdi_alt,42,42,0,0,1980,2021
Donor pool,LCA,St. Lucia,govt_share,42,40,2,0.047619047619047616,1980,2019
Donor pool,LCA,St. Lucia,hc,42,0,42,1,NA,NA
Donor pool,LCA,St. Lucia,industry,42,16,26,0.6190476190476191,2006,2021
Donor pool,LCA,St. Lucia,inflation,42,41,1,0.023809523809523808,1981,2021
Donor pool,LCA,St. Lucia,invest_share,42,40,2,0.047619047619047616,1980,2019
Donor pool,LCA,St. Lucia,iso2c,42,42,0,0,1980,2021
Donor pool,LCA,St. Lucia,labour,42,40,2,0.047619047619047616,1980,2019
Donor pool,LCA,St. Lucia,oda,42,0,42,1,NA,NA
Donor pool,LCA,St. Lucia,polity2,42,0,42,1,NA,NA
Donor pool,LCA,St. Lucia,pop,42,40,2,0.047619047619047616,1980,2019
Donor pool,LCA,St. Lucia,rgdpo,42,40,2,0.047619047619047616,1980,2019
Donor pool,LSO,Lesotho,agriculture,42,42,0,0,1980,2021
Donor pool,LSO,Lesotho,alt_inflation,42,39,3,0.07142857142857142,1980,2021
Donor pool,LSO,Lesotho,cgdpo,42,40,2,0.047619047619047616,1980,2019
Donor pool,LSO,Lesotho,csh_g,42,40,2,0.047619047619047616,1980,2019
Donor pool,LSO,Lesotho,csh_i,42,40,2,0.047619047619047616,1980,2019
Donor pool,LSO,Lesotho,emp,42,40,2,0.047619047619047616,1980,2019
Donor pool,LSO,Lesotho,fdi,42,42,0,0,1980,2021
Donor pool,LSO,Lesotho,gdp_pc,42,40,2,0.047619047619047616,1980,2019
Donor pool,LSO,Lesotho,gdp_pc_current,42,40,2,0.047619047619047616,1980,2019
Donor pool,LSO,Lesotho,gdp_pc_wdi,42,32,10,0.23809523809523808,1990,2021
Donor pool,LSO,Lesotho,gdp_pc_wdi_alt,42,42,0,0,1980,2021
Donor pool,LSO,Lesotho,govt_share,42,40,2,0.047619047619047616,1980,2019
Donor pool,LSO,Lesotho,hc,42,40,2,0.047619047619047616,1980,2019
Donor pool,LSO,Lesotho,industry,42,42,0,0,1980,2021
Donor pool,LSO,Lesotho,inflation,42,42,0,0,1980,2021
Donor pool,LSO,Lesotho,invest_share,42,40,2,0.047619047619047616,1980,2019
Donor pool,LSO,Lesotho,iso2c,42,42,0,0,1980,2021
Donor pool,LSO,Lesotho,labour,42,40,2,0.047619047619047616,1980,2019
Donor pool,LSO,Lesotho,oda,42,32,10,0.23809523809523808,1980,2011
Donor pool,LSO,Lesotho,polity2,42,39,3,0.07142857142857142,1980,2018
Donor pool,LSO,Lesotho,pop,42,40,2,0.047619047619047616,1980,2019
Donor pool,LSO,Lesotho,rgdpo,42,40,2,0.047619047619047616,1980,2019
Donor pool,MAR,Morocco,agriculture,42,42,0,0,1980,2021
Donor pool,MAR,Morocco,alt_inflation,42,42,0,0,1980,2021
Donor pool,MAR,Morocco,cgdpo,42,40,2,0.047619047619047616,1980,2019
Donor pool,MAR,Morocco,csh_g,42,40,2,0.047619047619047616,1980,2019
Donor pool,MAR,Morocco,csh_i,42,40,2,0.047619047619047616,1980,2019
Donor pool,MAR,Morocco,emp,42,40,2,0.047619047619047616,1980,2019
Donor pool,MAR,Morocco,fdi,42,42,0,0,1980,2021
Donor pool,MAR,Morocco,gdp_pc,42,40,2,0.047619047619047616,1980,2019
Donor pool,MAR,Morocco,gdp_pc_current,42,40,2,0.047619047619047616,1980,2019
Donor pool,MAR,Morocco,gdp_pc_wdi,42,32,10,0.23809523809523808,1990,2021
Donor pool,MAR,Morocco,gdp_pc_wdi_alt,42,42,0,0,1980,2021
Donor pool,MAR,Morocco,govt_share,42,40,2,0.047619047619047616,1980,2019
Donor pool,MAR,Morocco,hc,42,40,2,0.047619047619047616,1980,2019
Donor pool,MAR,Morocco,industry,42,42,0,0,1980,2021
Donor pool,MAR,Morocco,inflation,42,42,0,0,1980,2021
Donor pool,MAR,Morocco,invest_share,42,40,2,0.047619047619047616,1980,2019
Donor pool,MAR,Morocco,iso2c,42,42,0,0,1980,2021
Donor pool,MAR,Morocco,labour,42,40,2,0.047619047619047616,1980,2019
Donor pool,MAR,Morocco,oda,42,32,10,0.23809523809523808,1980,2011
Donor pool,MAR,Morocco,polity2,42,39,3,0.07142857142857142,1980,2018
Donor pool,MAR,Morocco,pop,42,40,2,0.047619047619047616,1980,2019
Donor pool,MAR,Morocco,rgdpo,42,40,2,0.047619047619047616,1980,2019
Donor pool,MUS,Mauritius,agriculture,42,42,0,0,1980,2021
Donor pool,MUS,Mauritius,alt_inflation,42,42,0,0,1980,2021
Donor pool,MUS,Mauritius,cgdpo,42,40,2,0.047619047619047616,1980,2019
Donor pool,MUS,Mauritius,csh_g,42,40,2,0.047619047619047616,1980,2019
Donor pool,MUS,Mauritius,csh_i,42,40,2,0.047619047619047616,1980,2019
Donor pool,MUS,Mauritius,emp,42,40,2,0.047619047619047616,1980,2019
Donor pool,MUS,Mauritius,fdi,42,42,0,0,1980,2021
Donor pool,MUS,Mauritius,gdp_pc,42,40,2,0.047619047619047616,1980,2019
Donor pool,MUS,Mauritius,gdp_pc_current,42,40,2,0.047619047619047616,1980,2019
Donor pool,MUS,Mauritius,gdp_pc_wdi,42,32,10,0.23809523809523808,1990,2021
Donor pool,MUS,Mauritius,gdp_pc_wdi_alt,42,42,0,0,1980,2021
Donor pool,MUS,Mauritius,govt_share,42,40,2,0.047619047619047616,1980,2019
Donor pool,MUS,Mauritius,hc,42,40,2,0.047619047619047616,1980,2019
Donor pool,MUS,Mauritius,industry,42,42,0,0,1980,2021
Donor pool,MUS,Mauritius,inflation,42,42,0,0,1980,2021
Donor pool,MUS,Mauritius,invest_share,42,40,2,0.047619047619047616,1980,2019
Donor pool,MUS,Mauritius,iso2c,42,42,0,0,1980,2021
Donor pool,MUS,Mauritius,labour,42,40,2,0.047619047619047616,1980,2019
Donor pool,MUS,Mauritius,oda,42,32,10,0.23809523809523808,1980,2011
Donor pool,MUS,Mauritius,polity2,42,39,3,0.07142857142857142,1980,2018
Donor pool,MUS,Mauritius,pop,42,40,2,0.047619047619047616,1980,2019
Donor pool,MUS,Mauritius,rgdpo,42,40,2,0.047619047619047616,1980,2019
Donor pool,NAM,Namibia,agriculture,42,42,0,0,1980,2021
Donor pool,NAM,Namibia,alt_inflation,42,19,23,0.5476190476190477,2003,2021
Donor pool,NAM,Namibia,cgdpo,42,40,2,0.047619047619047616,1980,2019
Donor pool,NAM,Namibia,csh_g,42,40,2,0.047619047619047616,1980,2019
Donor pool,NAM,Namibia,csh_i,42,40,2,0.047619047619047616,1980,2019
Donor pool,NAM,Namibia,emp,42,40,2,0.047619047619047616,1980,2019
Donor pool,NAM,Namibia,fdi,42,37,5,0.11904761904761904,1985,2021
Donor pool,NAM,Namibia,gdp_pc,42,40,2,0.047619047619047616,1980,2019
Donor pool,NAM,Namibia,gdp_pc_current,42,40,2,0.047619047619047616,1980,2019
Donor pool,NAM,Namibia,gdp_pc_wdi,42,32,10,0.23809523809523808,1990,2021
Donor pool,NAM,Namibia,gdp_pc_wdi_alt,42,42,0,0,1980,2021
Donor pool,NAM,Namibia,govt_share,42,40,2,0.047619047619047616,1980,2019
Donor pool,NAM,Namibia,hc,42,40,2,0.047619047619047616,1980,2019
Donor pool,NAM,Namibia,industry,42,42,0,0,1980,2021
Donor pool,NAM,Namibia,inflation,42,41,1,0.023809523809523808,1981,2021
Donor pool,NAM,Namibia,invest_share,42,40,2,0.047619047619047616,1980,2019
Donor pool,NAM,Namibia,iso2c,42,42,0,0,1980,2021
Donor pool,NAM,Namibia,labour,42,40,2,0.047619047619047616,1980,2019
Donor pool,NAM,Namibia,oda,42,28,14,0.3333333333333333,1983,2011
Donor pool,NAM,Namibia,polity2,42,29,13,0.30952380952380953,1990,2018
Donor pool,NAM,Namibia,pop,42,40,2,0.047619047619047616,1980,2019
Donor pool,NAM,Namibia,rgdpo,42,40,2,0.047619047619047616,1980,2019
Donor pool,OMN,Oman,agriculture,42,42,0,0,1980,2021
Donor pool,OMN,Oman,alt_inflation,42,21,21,0.5,2001,2021
Donor pool,OMN,Oman,cgdpo,42,40,2,0.047619047619047616,1980,2019
Donor pool,OMN,Oman,csh_g,42,40,2,0.047619047619047616,1980,2019
Donor pool,OMN,Oman,csh_i,42,40,2,0.047619047619047616,1980,2019
Donor pool,OMN,Oman,emp,42,40,2,0.047619047619047616,1980,2019
Donor pool,OMN,Oman,fdi,42,42,0,0,1980,2021
Donor pool,OMN,Oman,gdp_pc,42,40,2,0.047619047619047616,1980,2019
Donor pool,OMN,Oman,gdp_pc_current,42,40,2,0.047619047619047616,1980,2019
Donor pool,OMN,Oman,gdp_pc_wdi,42,32,10,0.23809523809523808,1990,2021
Donor pool,OMN,Oman,gdp_pc_wdi_alt,42,42,0,0,1980,2021
Donor pool,OMN,Oman,govt_share,42,40,2,0.047619047619047616,1980,2019
Donor pool,OMN,Oman,hc,42,0,42,1,NA,NA
Donor pool,OMN,Oman,industry,42,42,0,0,1980,2021
Donor pool,OMN,Oman,inflation,42,42,0,0,1980,2021
Donor pool,OMN,Oman,invest_share,42,40,2,0.047619047619047616,1980,2019
Donor pool,OMN,Oman,iso2c,42,42,0,0,1980,2021
Donor pool,OMN,Oman,labour,42,40,2,0.047619047619047616,1980,2019
Donor pool,OMN,Oman,oda,42,0,42,1,NA,NA
Donor pool,OMN,Oman,polity2,42,39,3,0.07142857142857142,1980,2018
Donor pool,OMN,Oman,pop,42,40,2,0.047619047619047616,1980,2019
Donor pool,OMN,Oman,rgdpo,42,40,2,0.047619047619047616,1980,2019
Donor pool,PAN,Panama,agriculture,42,42,0,0,1980,2021
Donor pool,PAN,Panama,alt_inflation,42,42,0,0,1980,2021
Donor pool,PAN,Panama,cgdpo,42,40,2,0.047619047619047616,1980,2019
Donor pool,PAN,Panama,csh_g,42,40,2,0.047619047619047616,1980,2019
Donor pool,PAN,Panama,csh_i,42,40,2,0.047619047619047616,1980,2019
Donor pool,PAN,Panama,emp,42,40,2,0.047619047619047616,1980,2019
Donor pool,PAN,Panama,fdi,42,42,0,0,1980,2021
Donor pool,PAN,Panama,gdp_pc,42,40,2,0.047619047619047616,1980,2019
Donor pool,PAN,Panama,gdp_pc_current,42,40,2,0.047619047619047616,1980,2019
Donor pool,PAN,Panama,gdp_pc_wdi,42,32,10,0.23809523809523808,1990,2021
Donor pool,PAN,Panama,gdp_pc_wdi_alt,42,42,0,0,1980,2021
Donor pool,PAN,Panama,govt_share,42,40,2,0.047619047619047616,1980,2019
Donor pool,PAN,Panama,hc,42,40,2,0.047619047619047616,1980,2019
Donor pool,PAN,Panama,industry,42,42,0,0,1980,2021
Donor pool,PAN,Panama,inflation,42,42,0,0,1980,2021
Donor pool,PAN,Panama,invest_share,42,40,2,0.047619047619047616,1980,2019
Donor pool,PAN,Panama,iso2c,42,42,0,0,1980,2021
Donor pool,PAN,Panama,labour,42,40,2,0.047619047619047616,1980,2019
Donor pool,PAN,Panama,oda,42,0,42,1,NA,NA
Donor pool,PAN,Panama,polity2,42,39,3,0.07142857142857142,1980,2018
Donor pool,PAN,Panama,pop,42,40,2,0.047619047619047616,1980,2019
Donor pool,PAN,Panama,rgdpo,42,40,2,0.047619047619047616,1980,2019
Donor pool,SWZ,Eswatini,agriculture,42,42,0,0,1980,2021
Donor pool,SWZ,Swaziland,agriculture,33,0,33,1,NA,NA
Donor pool,SWZ,Eswatini,alt_inflation,42,40,2,0.047619047619047616,1980,2019
Donor pool,SWZ,Swaziland,alt_inflation,33,0,33,1,NA,NA
Donor pool,SWZ,Eswatini,cgdpo,42,40,2,0.047619047619047616,1980,2019
Donor pool,SWZ,Swaziland,cgdpo,33,33,0,0,1980,2012
Donor pool,SWZ,Eswatini,csh_g,42,40,2,0.047619047619047616,1980,2019
Donor pool,SWZ,Swaziland,csh_g,33,33,0,0,1980,2012
Donor pool,SWZ,Eswatini,csh_i,42,40,2,0.047619047619047616,1980,2019
Donor pool,SWZ,Swaziland,csh_i,33,33,0,0,1980,2012
Donor pool,SWZ,Eswatini,emp,42,40,2,0.047619047619047616,1980,2019
Donor pool,SWZ,Swaziland,emp,33,33,0,0,1980,2012
Donor pool,SWZ,Eswatini,fdi,42,42,0,0,1980,2021
Donor pool,SWZ,Swaziland,fdi,33,0,33,1,NA,NA
Donor pool,SWZ,Eswatini,gdp_pc,42,40,2,0.047619047619047616,1980,2019
Donor pool,SWZ,Swaziland,gdp_pc,33,33,0,0,1980,2012
Donor pool,SWZ,Eswatini,gdp_pc_current,42,40,2,0.047619047619047616,1980,2019
Donor pool,SWZ,Swaziland,gdp_pc_current,33,33,0,0,1980,2012
Donor pool,SWZ,Eswatini,gdp_pc_wdi,42,32,10,0.23809523809523808,1990,2021
Donor pool,SWZ,Swaziland,gdp_pc_wdi,33,0,33,1,NA,NA
Donor pool,SWZ,Eswatini,gdp_pc_wdi_alt,42,42,0,0,1980,2021
Donor pool,SWZ,Swaziland,gdp_pc_wdi_alt,33,0,33,1,NA,NA
Donor pool,SWZ,Eswatini,govt_share,42,40,2,0.047619047619047616,1980,2019
Donor pool,SWZ,Swaziland,govt_share,33,33,0,0,1980,2012
Donor pool,SWZ,Eswatini,hc,42,40,2,0.047619047619047616,1980,2019
Donor pool,SWZ,Swaziland,hc,33,33,0,0,1980,2012
Donor pool,SWZ,Eswatini,industry,42,42,0,0,1980,2021
Donor pool,SWZ,Swaziland,industry,33,0,33,1,NA,NA
Donor pool,SWZ,Eswatini,inflation,42,42,0,0,1980,2021
Donor pool,SWZ,Swaziland,inflation,33,0,33,1,NA,NA
Donor pool,SWZ,Eswatini,invest_share,42,40,2,0.047619047619047616,1980,2019
Donor pool,SWZ,Swaziland,invest_share,33,33,0,0,1980,2012
Donor pool,SWZ,Eswatini,iso2c,42,42,0,0,1980,2021
Donor pool,SWZ,Swaziland,iso2c,33,0,33,1,NA,NA
Donor pool,SWZ,Eswatini,labour,42,40,2,0.047619047619047616,1980,2019
Donor pool,SWZ,Swaziland,labour,33,33,0,0,1980,2012
Donor pool,SWZ,Eswatini,oda,42,0,42,1,NA,NA
Donor pool,SWZ,Swaziland,oda,33,32,1,0.030303030303030304,1980,2011
Donor pool,SWZ,Eswatini,polity2,42,39,3,0.07142857142857142,1980,2018
Donor pool,SWZ,Swaziland,polity2,33,33,0,0,1980,2012
Donor pool,SWZ,Eswatini,pop,42,40,2,0.047619047619047616,1980,2019
Donor pool,SWZ,Swaziland,pop,33,33,0,0,1980,2012
Donor pool,SWZ,Eswatini,rgdpo,42,40,2,0.047619047619047616,1980,2019
Donor pool,SWZ,Swaziland,rgdpo,33,33,0,0,1980,2012
Donor pool,SYC,Seychelles,agriculture,42,42,0,0,1980,2021
Donor pool,SYC,Seychelles,alt_inflation,42,42,0,0,1980,2021
Donor pool,SYC,Seychelles,cgdpo,42,40,2,0.047619047619047616,1980,2019
Donor pool,SYC,Seychelles,csh_g,42,40,2,0.047619047619047616,1980,2019
Donor pool,SYC,Seychelles,csh_i,42,40,2,0.047619047619047616,1980,2019
Donor pool,SYC,Seychelles,emp,42,28,14,0.3333333333333333,1992,2019
Donor pool,SYC,Seychelles,fdi,42,42,0,0,1980,2021
Donor pool,SYC,Seychelles,gdp_pc,42,40,2,0.047619047619047616,1980,2019
Donor pool,SYC,Seychelles,gdp_pc_current,42,40,2,0.047619047619047616,1980,2019
Donor pool,SYC,Seychelles,gdp_pc_wdi,42,32,10,0.23809523809523808,1990,2021
Donor pool,SYC,Seychelles,gdp_pc_wdi_alt,42,42,0,0,1980,2021
Donor pool,SYC,Seychelles,govt_share,42,40,2,0.047619047619047616,1980,2019
Donor pool,SYC,Seychelles,hc,42,0,42,1,NA,NA
Donor pool,SYC,Seychelles,industry,42,42,0,0,1980,2021
Donor pool,SYC,Seychelles,inflation,42,42,0,0,1980,2021
Donor pool,SYC,Seychelles,invest_share,42,40,2,0.047619047619047616,1980,2019
Donor pool,SYC,Seychelles,iso2c,42,42,0,0,1980,2021
Donor pool,SYC,Seychelles,labour,42,28,14,0.3333333333333333,1992,2019
Donor pool,SYC,Seychelles,oda,42,32,10,0.23809523809523808,1980,2011
Donor pool,SYC,Seychelles,polity2,42,0,42,1,NA,NA
Donor pool,SYC,Seychelles,pop,42,40,2,0.047619047619047616,1980,2019
Donor pool,SYC,Seychelles,rgdpo,42,40,2,0.047619047619047616,1980,2019
Non-CFA comparison,AGO,Angola,agriculture,42,20,22,0.5238095238095238,2002,2021
Non-CFA comparison,AGO,Angola,alt_inflation,42,31,11,0.2619047619047619,1991,2021
Non-CFA comparison,AGO,Angola,cgdpo,42,40,2,0.047619047619047616,1980,2019
Non-CFA comparison,AGO,Angola,csh_g,42,40,2,0.047619047619047616,1980,2019
Non-CFA comparison,AGO,Angola,csh_i,42,40,2,0.047619047619047616,1980,2019
Non-CFA comparison,AGO,Angola,emp,42,40,2,0.047619047619047616,1980,2019
Non-CFA comparison,AGO,Angola,fdi,42,42,0,0,1980,2021
Non-CFA comparison,AGO,Angola,gdp_pc,42,40,2,0.047619047619047616,1980,2019
Non-CFA comparison,AGO,Angola,gdp_pc_current,42,40,2,0.047619047619047616,1980,2019
Non-CFA comparison,AGO,Angola,gdp_pc_wdi,42,32,10,0.23809523809523808,1990,2021
Non-CFA comparison,AGO,Angola,gdp_pc_wdi_alt,42,42,0,0,1980,2021
Non-CFA comparison,AGO,Angola,govt_share,42,40,2,0.047619047619047616,1980,2019
Non-CFA comparison,AGO,Angola,hc,42,40,2,0.047619047619047616,1980,2019
Non-CFA comparison,AGO,Angola,industry,42,20,22,0.5238095238095238,2002,2021
Non-CFA comparison,AGO,Angola,inflation,42,41,1,0.023809523809523808,1981,2021
Non-CFA comparison,AGO,Angola,invest_share,42,40,2,0.047619047619047616,1980,2019
Non-CFA comparison,AGO,Angola,iso2c,42,42,0,0,1980,2021
Non-CFA comparison,AGO,Angola,labour,42,40,2,0.047619047619047616,1980,2019
Non-CFA comparison,AGO,Angola,oda,42,27,15,0.35714285714285715,1985,2011
Non-CFA comparison,AGO,Angola,polity2,42,39,3,0.07142857142857142,1980,2018
Non-CFA comparison,AGO,Angola,pop,42,40,2,0.047619047619047616,1980,2019
Non-CFA comparison,AGO,Angola,rgdpo,42,40,2,0.047619047619047616,1980,2019
Non-CFA comparison,BDI,Burundi,agriculture,42,42,0,0,1980,2021
Non-CFA comparison,BDI,Burundi,alt_inflation,42,42,0,0,1980,2021
Non-CFA comparison,BDI,Burundi,cgdpo,42,40,2,0.047619047619047616,1980,2019
Non-CFA comparison,BDI,Burundi,csh_g,42,40,2,0.047619047619047616,1980,2019
Non-CFA comparison,BDI,Burundi,csh_i,42,40,2,0.047619047619047616,1980,2019
Non-CFA comparison,BDI,Burundi,emp,42,40,2,0.047619047619047616,1980,2019
Non-CFA comparison,BDI,Burundi,fdi,42,37,5,0.11904761904761904,1980,2021
Non-CFA comparison,BDI,Burundi,gdp_pc,42,40,2,0.047619047619047616,1980,2019
Non-CFA comparison,BDI,Burundi,gdp_pc_current,42,40,2,0.047619047619047616,1980,2019
Non-CFA comparison,BDI,Burundi,gdp_pc_wdi,42,32,10,0.23809523809523808,1990,2021
Non-CFA comparison,BDI,Burundi,gdp_pc_wdi_alt,42,42,0,0,1980,2021
Non-CFA comparison,BDI,Burundi,govt_share,42,40,2,0.047619047619047616,1980,2019
Non-CFA comparison,BDI,Burundi,hc,42,40,2,0.047619047619047616,1980,2019
Non-CFA comparison,BDI,Burundi,industry,42,42,0,0,1980,2021
Non-CFA comparison,BDI,Burundi,inflation,42,42,0,0,1980,2021
Non-CFA comparison,BDI,Burundi,invest_share,42,40,2,0.047619047619047616,1980,2019
Non-CFA comparison,BDI,Burundi,iso2c,42,42,0,0,1980,2021
Non-CFA comparison,BDI,Burundi,labour,42,40,2,0.047619047619047616,1980,2019
Non-CFA comparison,BDI,Burundi,oda,42,32,10,0.23809523809523808,1980,2011
Non-CFA comparison,BDI,Burundi,polity2,42,39,3,0.07142857142857142,1980,2018
Non-CFA comparison,BDI,Burundi,pop,42,40,2,0.047619047619047616,1980,2019
Non-CFA comparison,BDI,Burundi,rgdpo,42,40,2,0.047619047619047616,1980,2019
Non-CFA comparison,COD,"Congo, Dem. Rep.",agriculture,42,28,14,0.3333333333333333,1994,2021
Non-CFA comparison,COD,"Congo, Dem. Rep.",alt_inflation,42,37,5,0.11904761904761904,1980,2016
Non-CFA comparison,COD,"Congo, Dem. Rep.",cgdpo,42,40,2,0.047619047619047616,1980,2019
Non-CFA comparison,COD,"Congo, Dem. Rep.",csh_g,42,40,2,0.047619047619047616,1980,2019
Non-CFA comparison,COD,"Congo, Dem. Rep.",csh_i,42,40,2,0.047619047619047616,1980,2019
Non-CFA comparison,COD,"Congo, Dem. Rep.",emp,42,40,2,0.047619047619047616,1980,2019
Non-CFA comparison,COD,"Congo, Dem. Rep.",fdi,42,42,0,0,1980,2021
Non-CFA comparison,COD,"Congo, Dem. Rep.",gdp_pc,42,40,2,0.047619047619047616,1980,2019
Non-CFA comparison,COD,"Congo, Dem. Rep.",gdp_pc_current,42,40,2,0.047619047619047616,1980,2019
Non-CFA comparison,COD,"Congo, Dem. Rep.",gdp_pc_wdi,42,32,10,0.23809523809523808,1990,2021
Non-CFA comparison,COD,"Congo, Dem. Rep.",gdp_pc_wdi_alt,42,42,0,0,1980,2021
Non-CFA comparison,COD,"Congo, Dem. Rep.",govt_share,42,40,2,0.047619047619047616,1980,2019
Non-CFA comparison,COD,"Congo, Dem. Rep.",hc,42,40,2,0.047619047619047616,1980,2019
Non-CFA comparison,COD,"Congo, Dem. Rep.",industry,42,28,14,0.3333333333333333,1994,2021
Non-CFA comparison,COD,"Congo, Dem. Rep.",inflation,42,42,0,0,1980,2021
Non-CFA comparison,COD,"Congo, Dem. Rep.",invest_share,42,40,2,0.047619047619047616,1980,2019
Non-CFA comparison,COD,"Congo, Dem. Rep.",iso2c,42,42,0,0,1980,2021
Non-CFA comparison,COD,"Congo, Dem. Rep.",labour,42,40,2,0.047619047619047616,1980,2019
Non-CFA comparison,COD,"Congo, Dem. Rep.",oda,42,32,10,0.23809523809523808,1980,2011
Non-CFA comparison,COD,"Congo, Dem. Rep.",polity2,42,39,3,0.07142857142857142,1980,2018
Non-CFA comparison,COD,"Congo, Dem. Rep.",pop,42,40,2,0.047619047619047616,1980,2019
Non-CFA comparison,COD,"Congo, Dem. Rep.",rgdpo,42,40,2,0.047619047619047616,1980,2019
